Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Guarantor_Income
LP001277,Male,No,1,Graduate,No,5592.0,3247,291.0,360.0,1.0,Semiurban,Y,
LP001278,Male,No,1,Graduate,No,5162.0,0,198.0,360.0,0.0,Urban,Y,2820.0
LP001279,Female,Yes,2,Not Graduate,No,4116.0,1680,217.0,360.0,1.0,Rural,Y,3752.0
LP001280,Female,Yes,0,Not Graduate,No,3468.0,0,150.0,360.0,1.0,Rural,Y,4324.0
LP001281,Male,Yes,0,Graduate,No,4529.0,1060,193.0,240.0,0.0,Urban,N,2395.0
LP001282,Male,Yes,3+,Graduate,No,5419.0,0,228.0,360.0,1.0,Rural,Y,
LP001283,Male,Yes,0,Graduate,Yes,10698.0,1840,469.0,84.0,1.0,Urban,Y,
LP001284,Male,Yes,0,Graduate,No,6456.0,0,186.0,360.0,1.0,Semiurban,Y,
LP001285,Male,Yes,0,Graduate,Yes,6563.0,0,250.0,360.0,1.0,Rural,Y,2790.0
LP001286,Male,Yes,0,Not Graduate,No,16981.0,980,480.0,240.0,1.0,Urban,Y,
LP001287,Male,No,2,Not Graduate,No,5336.0,0,171.0,360.0,1.0,Semiurban,Y,
LP001288,Male,No,2,Graduate,No,5261.0,0,213.0,180.0,1.0,Semiurban,Y,
LP001289,Male,Yes,1,Graduate,No,5807.0,1310,305.0,360.0,1.0,Urban,Y,1838.0
LP001290,Male,Yes,0,Not Graduate,Yes,2686.0,0,88.0,240.0,1.0,Semiurban,Y,2642.0
LP001291,Female,Yes,0,Graduate,No,3464.0,3447,225.0,360.0,1.0,Urban,N,
LP001292,Male,Yes,0,Not Graduate,No,3369.0,2378,162.0,360.0,1.0,Semiurban,Y,
LP001293,Female,No,0,Graduate,No,5661.0,0,267.0,240.0,1.0,Urban,Y,3266.0
LP001294,Male,No,0,Not Graduate,Yes,3911.0,813,175.0,360.0,1.0,Urban,Y,1754.0
LP001295,Female,No,0,Graduate,No,4502.0,0,181.0,360.0,0.0,Semiurban,N,5257.0
LP001296,Female,No,0,Graduate,No,6901.0,2489,372.0,180.0,1.0,Urban,Y,9475.0
LP001297,Female,No,0,Graduate,No,6238.0,0,266.0,360.0,1.0,Semiurban,Y,8194.0
LP001298,Male,No,1,Graduate,Yes,3933.0,0,135.0,,1.0,Semiurban,Y,2672.0
LP001299,Male,Yes,0,Graduate,No,3129.0,0,109.0,360.0,1.0,Rural,Y,4316.0
LP001300,Male,Yes,0,Not Graduate,No,7051.0,3024,370.0,360.0,0.0,Urban,N,
LP001301,Male,Yes,2,Graduate,Yes,5992.0,3770,318.0,360.0,1.0,Rural,Y,3137.0
LP001302,Male,Yes,1,Not Graduate,No,2053.0,2353,88.0,360.0,1.0,Semiurban,Y,
LP001303,Male,Yes,2,Graduate,No,3674.0,657,162.0,84.0,1.0,Urban,Y,1541.0
LP001304,Male,No,0,Graduate,No,4557.0,1119,173.0,360.0,1.0,Rural,Y,5053.0
LP001305,Female,Yes,2,Graduate,No,6006.0,2804,351.0,360.0,1.0,Semiurban,Y,2909.0
LP001306,Male,Yes,0,Graduate,No,6371.0,2024,310.0,360.0,0.0,Semiurban,N,
LP001307,Male,,0,Graduate,No,4807.0,397,180.0,360.0,1.0,Semiurban,Y,
LP001308,Male,Yes,0,Graduate,No,5505.0,0,203.0,360.0,1.0,Semiurban,Y,
LP001309,Male,Yes,0,Graduate,No,4354.0,2169,181.0,180.0,1.0,Rural,Y,
LP001310,Male,No,0,Graduate,No,3124.0,1222,128.0,180.0,1.0,Semiurban,Y,4307.0
LP001311,Male,Yes,0,Not Graduate,No,3761.0,0,176.0,120.0,1.0,,Y,
LP001312,Male,No,2,Graduate,No,4266.0,0,226.0,360.0,1.0,Semiurban,Y,
LP001313,Male,Yes,0,Not Graduate,No,4165.0,0,185.0,360.0,1.0,Rural,Y,
LP001314,Male,Yes,0,Graduate,No,1811.0,2478,132.0,360.0,1.0,Rural,Y,1026.0
LP001315,Male,Yes,0,Graduate,No,3537.0,0,131.0,180.0,0.0,Urban,N,
LP001316,Male,No,0,Graduate,No,4339.0,5293,282.0,360.0,1.0,Urban,Y,4228.0
LP001317,Male,No,0,Graduate,Yes,3727.0,2480,263.0,360.0,0.0,Semiurban,N,3210.0
LP001318,Male,Yes,0,Graduate,No,3785.0,2637,213.0,360.0,1.0,Semiurban,Y,
LP001319,Male,No,0,Graduate,No,5269.0,0,264.0,,1.0,Semiurban,Y,
LP001320,Female,Yes,2,Graduate,No,2603.0,940,162.0,240.0,0.0,Rural,N,2372.0
LP001321,Female,No,3+,Graduate,No,2033.0,2941,111.0,120.0,1.0,Rural,Y,2094.0
LP001322,Male,Yes,0,Graduate,Yes,3617.0,0,128.0,360.0,1.0,Semiurban,Y,
LP001323,Male,Yes,1,Graduate,No,5966.0,0,222.0,60.0,1.0,Semiurban,Y,5402.0
LP001324,Male,No,2,Not Graduate,No,9040.0,0,360.0,360.0,1.0,Urban,Y,1490.0
LP001325,Female,Yes,3+,Graduate,No,6015.0,0,239.0,360.0,0.0,Semiurban,N,5410.0
LP001326,Male,Yes,1,Not Graduate,No,2185.0,2145,216.0,360.0,1.0,Urban,Y,
LP001327,,Yes,2,Not Graduate,No,3810.0,316,133.0,360.0,1.0,Semiurban,Y,
LP001328,Male,Yes,2,Not Graduate,No,4748.0,2225,251.0,360.0,1.0,Semiurban,Y,5597.0
LP001329,Male,No,2,Not Graduate,,4582.0,2937,272.0,360.0,1.0,Semiurban,Y,
LP001330,Male,No,0,Graduate,No,5392.0,2611,281.0,360.0,1.0,Semiurban,Y,
LP001331,Male,No,0,Graduate,No,2800.0,1879,,360.0,0.0,Urban,N,
LP001332,Male,Yes,0,Graduate,No,4356.0,5352,282.0,240.0,1.0,Urban,Y,
LP001333,Male,Yes,0,Not Graduate,No,5111.0,0,207.0,360.0,0.0,Urban,N,5410.0
LP001334,Female,Yes,0,Graduate,No,6134.0,2598,323.0,360.0,,Rural,Y,
LP001335,Male,Yes,0,Graduate,No,2944.0,0,126.0,360.0,1.0,Rural,Y,3652.0
LP001336,Male,Yes,0,Not Graduate,No,3622.0,2484,221.0,240.0,1.0,Urban,Y,
LP001337,Male,No,,Graduate,No,1500.0,1166,124.0,360.0,1.0,Urban,Y,2160.0
LP001338,Male,No,2,Graduate,No,3198.0,463,163.0,360.0,,Semiurban,N,
LP001339,Male,No,0,Graduate,No,3341.0,0,135.0,360.0,1.0,Semiurban,Y,
LP001340,Female,Yes,0,Graduate,Yes,2674.0,3154,157.0,360.0,1.0,Urban,Y,
LP001341,Male,Yes,2,Graduate,No,4557.0,0,167.0,360.0,1.0,Urban,Y,
LP001342,Female,Yes,2,Not Graduate,No,4125.0,3232,240.0,360.0,1.0,Semiurban,Y,
LP001343,Male,Yes,3+,Graduate,No,1531.0,0,68.0,360.0,1.0,Urban,Y,3026.0
LP001344,Male,Yes,2,Graduate,No,4661.0,4328,283.0,360.0,0.0,Urban,N,
LP001345,Male,Yes,2,Graduate,No,2786.0,1674,130.0,360.0,1.0,Urban,Y,
LP001346,Male,Yes,0,Graduate,No,5264.0,0,181.0,360.0,1.0,Semiurban,Y,5201.0
LP001347,Female,No,0,Graduate,No,2376.0,0,54.0,360.0,1.0,Semiurban,Y,3317.0
LP001348,Male,Yes,0,Not Graduate,Yes,4288.0,4919,289.0,360.0,1.0,Urban,N,4640.0
LP001349,Male,No,1,Not Graduate,No,3724.0,718,130.0,360.0,1.0,,Y,
LP001350,Male,Yes,3+,Graduate,No,4848.0,0,169.0,360.0,1.0,Semiurban,Y,
LP001351,Male,Yes,0,Graduate,No,4474.0,0,169.0,360.0,1.0,Rural,Y,
LP001352,Male,Yes,0,Graduate,Yes,3771.0,5052,244.0,360.0,1.0,Rural,N,
LP001353,Male,Yes,0,Graduate,Yes,2119.0,2308,152.0,360.0,,Urban,N,
LP001354,Male,Yes,0,Graduate,No,2176.0,1676,147.0,360.0,0.0,Rural,N,
LP001355,Male,Yes,0,Graduate,No,3253.0,0,116.0,360.0,1.0,Semiurban,Y,
LP001356,Male,No,0,Graduate,No,4214.0,3365,242.0,360.0,1.0,Semiurban,Y,
LP001357,Male,Yes,3+,Not Graduate,No,3217.0,0,142.0,360.0,1.0,Urban,Y,1122.0
LP001358,Male,Yes,0,Graduate,,5605.0,0,206.0,360.0,1.0,Urban,Y,
LP001359,Male,Yes,2,Not Graduate,No,3731.0,4057,231.0,180.0,1.0,Urban,Y,
LP001360,Male,Yes,,Graduate,No,2740.0,0,140.0,360.0,1.0,Rural,Y,4425.0
LP001361,Female,Yes,0,Not Graduate,No,3733.0,3120,249.0,360.0,1.0,Semiurban,Y,
LP001362,Male,Yes,0,Graduate,No,4683.0,2052,,180.0,0.0,Semiurban,Y,
LP001363,Male,No,2,Graduate,No,4896.0,1934,267.0,360.0,0.0,Semiurban,N,
LP001364,Male,No,0,Not Graduate,No,9850.0,2792,414.0,360.0,,Urban,Y,
LP001365,Male,No,2,Not Graduate,No,3131.0,0,159.0,360.0,1.0,Urban,Y,
LP001366,Male,Yes,0,Graduate,No,4093.0,0,174.0,60.0,1.0,Semiurban,Y,
LP001367,Male,Yes,1,Graduate,No,5124.0,0,230.0,84.0,1.0,Semiurban,Y,
LP001368,Male,No,2,Graduate,No,4186.0,4351,286.0,360.0,1.0,Rural,Y,4092.0
LP001369,Male,Yes,0,Graduate,,3377.0,1008,162.0,180.0,0.0,Semiurban,N,1778.0
LP001370,Female,Yes,0,Graduate,No,2107.0,0,77.0,360.0,1.0,Semiurban,N,
LP001371,Male,Yes,3+,Not Graduate,No,3361.0,0,144.0,360.0,1.0,Rural,N,
LP001372,Male,No,0,Graduate,No,2609.0,0,97.0,360.0,1.0,Urban,Y,
LP001373,Male,Yes,0,Graduate,No,1945.0,1551,138.0,360.0,1.0,Semiurban,Y,3594.0
LP001374,Male,No,0,Graduate,No,2957.0,1340,112.0,360.0,1.0,Semiurban,Y,1890.0
LP001375,Male,No,0,Graduate,No,2641.0,1436,128.0,,1.0,Urban,Y,
LP001376,Male,Yes,2,Graduate,No,5501.0,5406,406.0,360.0,1.0,Urban,Y,1362.0
LP001377,Female,No,2,,No,5544.0,0,206.0,360.0,1.0,Urban,Y,
LP001378,Male,Yes,0,Graduate,No,2817.0,1095,134.0,360.0,1.0,Urban,Y,
LP001379,Male,Yes,2,Graduate,No,3763.0,10288,386.0,360.0,,Semiurban,Y,
LP001380,Male,Yes,0,Not Graduate,No,1833.0,0,82.0,360.0,1.0,Urban,Y,2777.0
LP001381,Male,No,0,Graduate,No,3386.0,1029,143.0,84.0,0.0,Semiurban,N,
LP001382,Female,Yes,0,Not Graduate,No,5062.0,0,198.0,360.0,1.0,Urban,Y,
LP001383,Male,Yes,3+,Graduate,No,6132.0,2081,319.0,,1.0,Urban,Y,
LP001384,Male,Yes,0,Graduate,Yes,3069.0,3320,188.0,360.0,1.0,Urban,Y,
LP001385,Male,Yes,0,Graduate,No,6791.0,6025,442.0,,1.0,Urban,Y,
LP001386,Female,Yes,0,Graduate,No,2139.0,2523,169.0,300.0,,Rural,Y,
LP001387,Male,Yes,2,Graduate,No,2413.0,0,,360.0,1.0,Urban,Y,2639.0
LP001388,Female,Yes,0,Graduate,No,5822.0,3204,316.0,360.0,1.0,Urban,Y,2751.0
LP001389,Male,No,0,Graduate,No,8973.0,1314,473.0,360.0,0.0,Urban,Y,3107.0
LP001390,Female,Yes,1,Graduate,No,5282.0,1075,265.0,240.0,1.0,Urban,Y,1900.0
LP001391,Male,No,0,Graduate,No,4154.0,695,192.0,240.0,1.0,Semiurban,Y,4984.0
LP001392,Male,Yes,0,Graduate,,1575.0,0,41.0,240.0,0.0,Rural,Y,2440.0
LP001393,Male,No,0,Graduate,No,1703.0,1167,95.0,360.0,1.0,Urban,Y,3756.0
LP001394,Male,Yes,0,Graduate,No,4484.0,986,240.0,360.0,1.0,Semiurban,Y,1973.0
LP001395,Male,Yes,,Graduate,No,3601.0,0,187.0,360.0,1.0,Semiurban,Y,
LP001396,Male,No,2,Graduate,No,2572.0,973,164.0,360.0,1.0,Rural,Y,
LP001397,Female,Yes,1,Graduate,Yes,4357.0,303,201.0,360.0,1.0,Semiurban,Y,2415.0
LP001398,Male,Yes,1,Graduate,No,4455.0,1068,174.0,360.0,1.0,Urban,Y,
LP001399,Male,No,3+,Graduate,No,6470.0,1506,309.0,360.0,1.0,Semiurban,Y,3589.0
LP001400,Male,No,0,Graduate,No,4498.0,0,149.0,240.0,0.0,Rural,N,
LP001401,Male,Yes,0,Not Graduate,No,7352.0,4973,381.0,180.0,1.0,Semiurban,Y,
LP001402,Female,Yes,3+,Graduate,No,4245.0,0,176.0,240.0,,Rural,Y,2141.0
LP001403,Male,No,0,Not Graduate,No,4016.0,3390,258.0,180.0,1.0,Rural,Y,
LP001404,Male,No,1,Not Graduate,No,6829.0,1976,345.0,,1.0,Urban,N,
LP001405,Female,No,2,Graduate,No,2724.0,1948,170.0,360.0,1.0,Rural,Y,
LP001406,Female,Yes,0,Graduate,No,15010.0,1210,480.0,360.0,1.0,Semiurban,Y,3056.0
LP001407,Male,No,0,Graduate,No,5008.0,1929,224.0,360.0,,,N,
LP001408,Female,Yes,0,Not Graduate,No,5021.0,1263,230.0,360.0,1.0,Semiurban,Y,1207.0
LP001409,Male,No,0,Graduate,No,5358.0,2213,232.0,360.0,1.0,Rural,Y,
LP001410,Female,Yes,0,Graduate,No,9845.0,1734,387.0,240.0,1.0,Semiurban,Y,983.0
LP001411,Male,No,0,Graduate,No,6043.0,1134,289.0,180.0,1.0,Semiurban,Y,3590.0
LP001412,Male,Yes,2,Graduate,No,2054.0,0,,84.0,1.0,Urban,Y,2073.0
LP001413,Male,Yes,2,Graduate,No,7955.0,2581,405.0,36.0,1.0,Semiurban,Y,2085.0
LP001414,Female,No,2,Graduate,,3629.0,1527,211.0,120.0,1.0,Rural,Y,
LP001415,Male,Yes,0,Graduate,No,4439.0,2180,217.0,360.0,1.0,Semiurban,Y,
LP001416,Male,No,0,Not Graduate,Yes,2379.0,1900,157.0,120.0,1.0,Urban,Y,1457.0
LP001417,Male,Yes,0,Graduate,No,5360.0,0,198.0,240.0,1.0,Rural,Y,1244.0
LP001418,Male,Yes,0,Graduate,No,3155.0,2085,132.0,120.0,1.0,Rural,Y,
LP001419,Male,Yes,3+,Graduate,No,4425.0,0,180.0,360.0,1.0,Semiurban,Y,1074.0
LP001420,Female,Yes,0,Not Graduate,Yes,3723.0,0,,360.0,1.0,Urban,Y,
LP001421,Male,Yes,0,Not Graduate,No,10059.0,755,410.0,300.0,1.0,Semiurban,Y,
LP001422,Male,Yes,2,Graduate,No,10322.0,0,462.0,360.0,1.0,Urban,Y,1758.0
LP001423,Male,Yes,0,Graduate,Yes,4320.0,0,,360.0,0.0,Urban,N,
LP001424,Male,No,0,Graduate,No,4354.0,1317,217.0,360.0,,Semiurban,Y,1501.0
LP001425,Male,No,0,Not Graduate,Yes,3576.0,9067,345.0,360.0,1.0,Rural,Y,
LP001426,Male,No,1,Graduate,No,6958.0,3400,386.0,360.0,0.0,Urban,N,2541.0
LP001427,Male,Yes,2,Graduate,No,3648.0,0,,60.0,,Rural,Y,
LP001428,Female,Yes,0,Graduate,No,3500.0,3220,230.0,120.0,1.0,Rural,Y,
LP001429,Male,,2,Graduate,No,6571.0,6074,391.0,300.0,1.0,Urban,Y,7173.0
LP001430,Male,No,2,Graduate,Yes,3320.0,1246,145.0,360.0,1.0,Urban,Y,
LP001431,Female,No,2,,No,4159.0,430,200.0,360.0,1.0,Semiurban,Y,3172.0
LP001432,Male,Yes,0,Graduate,Yes,2076.0,0,127.0,360.0,0.0,Semiurban,Y,
LP001433,Male,No,0,Not Graduate,No,5807.0,2793,314.0,360.0,1.0,Semiurban,Y,
LP001434,Female,Yes,2,Graduate,No,10131.0,0,383.0,360.0,1.0,Semiurban,Y,
LP001435,Male,Yes,0,Graduate,Yes,5852.0,2357,301.0,180.0,1.0,Semiurban,Y,4519.0
LP001436,Male,Yes,1,Graduate,No,8167.0,0,387.0,60.0,,Semiurban,N,
LP001437,Male,Yes,2,Not Graduate,Yes,2891.0,2513,181.0,360.0,1.0,Semiurban,Y,
LP001438,Male,No,0,Graduate,No,4705.0,0,225.0,360.0,0.0,Urban,Y,1106.0
LP001439,Male,No,2,Graduate,No,2767.0,1137,121.0,360.0,1.0,Urban,Y,
LP001440,Male,Yes,3+,Graduate,No,3818.0,0,152.0,360.0,1.0,Urban,Y,
LP001441,Female,Yes,1,Graduate,No,5988.0,5263,387.0,360.0,1.0,Rural,Y,
LP001442,Male,No,0,Graduate,No,4429.0,0,187.0,360.0,1.0,Rural,Y,
LP001443,Male,No,2,Graduate,No,2240.0,0,70.0,360.0,1.0,Rural,Y,
LP001444,Male,Yes,0,Graduate,No,2341.0,1376,108.0,360.0,0.0,Urban,N,1495.0
LP001445,Male,Yes,,Graduate,No,2272.0,1354,149.0,240.0,1.0,Semiurban,Y,
LP001446,Male,Yes,2,Graduate,No,5277.0,1306,274.0,360.0,1.0,Urban,Y,
LP001447,Female,Yes,1,Not Graduate,No,10708.0,925,480.0,,1.0,Urban,Y,5284.0
LP001448,Male,No,0,Graduate,No,7810.0,812,378.0,360.0,1.0,Urban,Y,1712.0
LP001449,Male,Yes,0,Graduate,Yes,1802.0,1778,120.0,360.0,1.0,Rural,Y,
LP001450,Male,No,0,Graduate,No,8018.0,0,313.0,360.0,1.0,Urban,Y,2435.0
LP001451,Male,Yes,0,Graduate,No,6447.0,3883,389.0,180.0,1.0,Semiurban,Y,
LP001452,Female,Yes,0,Graduate,No,2110.0,2382,162.0,120.0,0.0,Rural,N,
LP001453,Male,No,1,Graduate,No,3691.0,2343,182.0,360.0,1.0,Semiurban,Y,2111.0
LP001454,Male,Yes,0,Graduate,No,6926.0,1279,283.0,360.0,1.0,Urban,Y,4640.0
LP001455,Male,Yes,,Graduate,No,5419.0,1858,276.0,360.0,1.0,Rural,Y,4593.0
LP001456,Male,No,2,Not Graduate,No,2347.0,2481,151.0,360.0,0.0,Semiurban,N,
LP001457,Female,No,0,Not Graduate,No,5568.0,3071,299.0,360.0,1.0,Semiurban,Y,
LP001458,Male,Yes,1,Graduate,No,1617.0,0,91.0,120.0,1.0,Semiurban,Y,
LP001459,Male,Yes,1,Graduate,No,3827.0,3818,268.0,360.0,1.0,Rural,Y,2102.0
LP001460,Male,Yes,0,Graduate,,7059.0,2008,366.0,360.0,1.0,Semiurban,Y,
LP001461,Male,Yes,0,Graduate,,4265.0,3215,203.0,360.0,0.0,Semiurban,N,
LP001462,Male,Yes,2,Graduate,Yes,3379.0,1489,179.0,360.0,0.0,Semiurban,N,2175.0
LP001463,Female,Yes,3+,Graduate,No,6312.0,0,270.0,300.0,1.0,Urban,Y,
LP001464,Male,No,1,Graduate,No,6559.0,0,224.0,360.0,1.0,Rural,Y,
LP001465,Male,No,2,Graduate,No,7628.0,0,289.0,360.0,1.0,,N,5359.0
LP001466,Male,No,3+,Not Graduate,No,6270.0,2822,300.0,360.0,1.0,Semiurban,Y,
LP001467,Male,No,0,Graduate,No,6882.0,0,276.0,180.0,0.0,Semiurban,Y,4604.0
LP001468,Female,No,1,Graduate,No,5883.0,1621,317.0,360.0,,Urban,Y,5318.0
LP001469,Male,No,0,Graduate,Yes,4767.0,1231,272.0,360.0,1.0,Semiurban,Y,
LP001470,Male,,3+,Graduate,No,4404.0,2782,225.0,360.0,1.0,Semiurban,Y,1851.0
LP001471,Male,Yes,0,Graduate,No,3802.0,0,,360.0,1.0,Urban,Y,
LP001472,Male,Yes,0,Not Graduate,No,2451.0,1427,148.0,240.0,1.0,Urban,Y,
LP001473,Male,Yes,2,Graduate,No,2752.0,0,120.0,360.0,1.0,Rural,N,6219.0
LP001474,Male,Yes,0,Graduate,No,3726.0,1176,188.0,360.0,1.0,Rural,Y,
LP001475,Male,Yes,2,Graduate,No,4716.0,0,196.0,360.0,1.0,Semiurban,Y,
LP001476,Male,Yes,0,Graduate,,8090.0,0,366.0,360.0,1.0,Urban,Y,2605.0
LP001477,Male,Yes,3+,Graduate,Yes,4151.0,0,194.0,360.0,0.0,Urban,N,2661.0
LP001478,Male,Yes,2,Graduate,Yes,6645.0,1612,280.0,180.0,1.0,Urban,Y,
LP001479,Male,Yes,0,,No,6875.0,0,295.0,360.0,1.0,Semiurban,Y,
LP001480,Male,No,2,Graduate,No,3812.0,2193,230.0,,,Rural,N,
LP001481,Male,No,0,Graduate,No,5528.0,385,239.0,360.0,,Semiurban,Y,
LP001482,Male,Yes,1,Graduate,Yes,3791.0,1160,209.0,360.0,1.0,Urban,Y,
LP001483,Male,Yes,1,Not Graduate,No,7669.0,0,311.0,,,Rural,Y,
LP001484,Male,Yes,2,Graduate,No,5631.0,0,230.0,360.0,1.0,Semiurban,Y,2085.0
LP001485,Male,No,0,Graduate,,2476.0,2318,160.0,360.0,1.0,Urban,Y,
LP001486,Male,No,0,Graduate,No,4549.0,0,132.0,360.0,0.0,Semiurban,N,
LP001487,Male,Yes,1,Graduate,No,8881.0,1648,394.0,84.0,1.0,Urban,Y,
LP001488,Male,No,0,Graduate,Yes,3899.0,0,139.0,360.0,,Rural,Y,
LP001489,Male,Yes,0,Graduate,No,5174.0,2428,238.0,360.0,1.0,Urban,Y,4431.0
LP001490,Male,Yes,0,Graduate,Yes,5408.0,0,252.0,360.0,1.0,Semiurban,Y,3549.0
LP001491,Male,No,0,Graduate,No,2653.0,1820,164.0,360.0,1.0,Semiurban,Y,
LP001492,Male,Yes,2,Graduate,No,5323.0,0,212.0,360.0,0.0,Rural,N,
LP001493,Male,Yes,0,Not Graduate,No,2259.0,7670,268.0,360.0,1.0,Semiurban,Y,9458.0
LP001494,Male,Yes,,Not Graduate,No,3192.0,0,135.0,360.0,1.0,Semiurban,Y,
LP001495,Male,Yes,3+,Graduate,No,6864.0,1583,339.0,240.0,1.0,Urban,Y,3466.0
LP001496,Male,No,0,Graduate,No,4967.0,1994,228.0,240.0,1.0,Rural,Y,
LP001497,Male,No,1,Graduate,No,3689.0,0,147.0,360.0,1.0,Semiurban,Y,4411.0
LP001498,Male,Yes,0,Not Graduate,No,5171.0,0,229.0,84.0,1.0,Urban,Y,
LP001499,Male,Yes,2,Graduate,No,4117.0,0,116.0,36.0,1.0,Rural,Y,
LP001500,Male,No,1,Graduate,No,4254.0,0,169.0,360.0,,Urban,Y,
LP001501,Male,Yes,2,Graduate,No,5685.0,0,217.0,360.0,1.0,Urban,Y,
LP001502,Female,No,0,Not Graduate,Yes,3049.0,1868,165.0,360.0,1.0,Semiurban,Y,2263.0
LP001503,Female,No,0,Graduate,No,4308.0,1876,207.0,360.0,1.0,Urban,Y,4326.0
LP001504,Male,Yes,2,Graduate,No,3676.0,0,150.0,360.0,1.0,Semiurban,Y,
LP001505,Male,No,0,Not Graduate,No,2072.0,1785,176.0,360.0,1.0,Urban,N,2391.0
LP001506,Male,Yes,0,Graduate,No,2796.0,0,,84.0,1.0,Urban,Y,
LP001507,Male,Yes,0,Not Graduate,No,8567.0,3140,428.0,360.0,0.0,Urban,N,
LP001508,Female,Yes,3+,Graduate,Yes,5030.0,0,251.0,180.0,1.0,Urban,Y,
LP001509,Male,Yes,1,Graduate,No,2332.0,1064,106.0,360.0,1.0,Rural,Y,
LP001510,Male,No,1,Not Graduate,No,2115.0,700,147.0,360.0,0.0,Semiurban,N,
LP001511,Male,No,1,Graduate,,4022.0,0,161.0,240.0,1.0,Semiurban,Y,3579.0
LP001512,Female,No,0,Graduate,No,8540.0,0,386.0,360.0,1.0,Semiurban,Y,3837.0
LP001513,Male,No,0,Graduate,No,3889.0,0,174.0,360.0,1.0,Semiurban,Y,
LP001514,,Yes,0,Graduate,No,7617.0,848,334.0,360.0,1.0,Urban,Y,3070.0
LP001515,Male,Yes,1,Graduate,No,4956.0,5831,342.0,360.0,1.0,Urban,Y,2797.0
LP001516,Male,No,0,Graduate,No,5229.0,1387,228.0,,1.0,Semiurban,Y,
LP001517,Male,No,2,Graduate,No,2319.0,2210,150.0,360.0,1.0,Semiurban,Y,
LP001518,Male,Yes,2,Graduate,No,6450.0,3336,364.0,360.0,1.0,Rural,Y,1733.0
LP001519,Male,Yes,0,Graduate,No,3638.0,1105,173.0,360.0,1.0,Rural,Y,
LP001520,Female,Yes,0,Graduate,No,6238.0,1440,278.0,360.0,1.0,Rural,Y,3032.0
LP001521,Female,Yes,0,Graduate,No,2933.0,2225,167.0,360.0,1.0,Urban,Y,
LP001522,Male,No,3+,Graduate,No,4581.0,0,208.0,360.0,1.0,Urban,Y,2334.0
LP001523,Male,Yes,2,Not Graduate,No,4956.0,2394,289.0,360.0,1.0,Urban,Y,
LP001524,Male,No,3+,Graduate,No,3947.0,0,141.0,360.0,1.0,Rural,Y,
LP001525,Male,No,0,Graduate,No,5075.0,0,186.0,360.0,1.0,Rural,Y,
LP001526,Male,No,0,Graduate,No,3752.0,2492,222.0,360.0,1.0,Rural,Y,5277.0
LP001527,,Yes,0,Not Graduate,Yes,3159.0,0,165.0,360.0,1.0,Urban,N,
LP001528,Female,Yes,0,Graduate,No,8712.0,0,377.0,360.0,0.0,Rural,N,957.0
LP001529,Male,No,0,Graduate,No,6782.0,0,240.0,84.0,1.0,Semiurban,Y,
LP001530,Male,No,0,Graduate,No,3004.0,5221,244.0,360.0,1.0,Rural,Y,
LP001531,Male,Yes,3+,Graduate,No,5463.0,2253,252.0,360.0,1.0,Semiurban,Y,
LP001532,,No,0,Graduate,No,3028.0,0,114.0,360.0,0.0,Urban,N,
LP001533,Male,Yes,0,Not Graduate,No,2482.0,0,139.0,360.0,1.0,Urban,Y,
LP001534,Male,No,2,Graduate,No,6736.0,2958,308.0,360.0,1.0,Rural,Y,1527.0
LP001535,Male,Yes,1,Graduate,No,1965.0,1733,81.0,360.0,1.0,Semiurban,Y,2036.0
LP001536,Male,Yes,2,Graduate,No,6419.0,0,236.0,360.0,1.0,Urban,N,
LP001537,Male,Yes,1,Graduate,No,3775.0,1200,188.0,360.0,0.0,Urban,N,
LP001538,Male,Yes,2,Graduate,No,3846.0,913,192.0,360.0,1.0,Urban,Y,
LP001539,Male,Yes,1,Graduate,No,5087.0,0,214.0,180.0,1.0,Rural,Y,5054.0
LP001540,Female,Yes,0,Graduate,Yes,5495.0,2036,300.0,360.0,1.0,Urban,Y,
LP001541,Female,Yes,1,Graduate,No,2917.0,1621,,300.0,1.0,Urban,Y,5700.0
LP001542,Male,No,0,Not Graduate,No,5843.0,4173,368.0,360.0,1.0,Rural,Y,3196.0
LP001543,Female,Yes,0,Graduate,No,4452.0,1200,200.0,180.0,1.0,Semiurban,Y,
LP001544,Female,No,0,Graduate,No,2404.0,2411,175.0,360.0,1.0,Urban,Y,4058.0
LP001545,Male,No,0,Graduate,Yes,3919.0,2081,176.0,360.0,1.0,Urban,Y,2194.0
LP001546,Male,Yes,2,Graduate,No,7876.0,785,335.0,360.0,1.0,Urban,Y,
LP001547,Male,Yes,0,Graduate,No,8995.0,906,388.0,360.0,1.0,Urban,Y,
LP001548,Male,No,0,Not Graduate,No,5842.0,2013,313.0,360.0,0.0,Urban,N,
LP001549,Male,No,0,Graduate,No,2476.0,6560,223.0,360.0,1.0,Urban,Y,
LP001550,Male,Yes,2,Not Graduate,No,5275.0,2829,282.0,360.0,,Semiurban,Y,
LP001551,Male,No,0,Not Graduate,No,6204.0,0,,360.0,1.0,Rural,Y,
LP001552,Male,Yes,,Graduate,No,5864.0,0,247.0,300.0,1.0,Rural,Y,1948.0
LP001553,Male,Yes,2,Graduate,No,6022.0,3102,338.0,360.0,,Semiurban,Y,
