EmployeeID,Age,Gender,Department,Education,PriorCompanies,YearsAtCompany,MonthlyIncome,DistanceFromHome,OverTime,PerformanceRating,Attrition
E0325,50.0,Female,HR,Masters,0,8.4,2775.0,6.3,No,High,Yes
E0545,33.0,Male,Marketing,Bachelors,0,1.6,2072.0,9.3,No,Excellent,No
E0527,47.0,Female,Sales,Bachelors,1,8.9,3464.0,1.6,Yes,Medium,No
E0596,32.0,male,Finance,High School,0,4.2,14333.0,0.4,NO,High,No
E0288,35.0,Female,HR,Masters,0,1.6,4177.0,1.3,No,Low,No
E0035,40.0,Male,Sales,Bachelors,1,8.6,3924.0,14.7,Yes,Excellent,Yes
E0424,23.0,Male,Sales,PhD,2,2.7,15338.0,6.9,Yes,,Yes
E0350,47.0,Female,Sales,Masters,0,3.3,3665.0,25.5,No,Excellent,No
E0278,,Male,Engineering,Bachelors,1,1.5,6439.0,28.8,No,High,No
E0015,39.0,Male,Engineering,Bachelors,0,7.2,5300.0,1.1,Yes,High,Yes
E0354,42.0,Male,Finance,Masters,1,2.2,6639.0,8.1,No,,No
E0320,26.0,Female,Engineering,Masters,1,3.3,3527.0,0.7,Yes,Excellent,No
E0518,29.0,Male,Engineering,Masters,2,3.2,,22.5,No,Medium,Yes
E0400,29.0,Male ,Sales,PhD,0,4.3,3340.0,2.8,Yes,Medium,Yes
E0099,38.0,Male,Sales,Bachelors,3+,6.1,5651.0,2.7,No,Medium,No
E0632,55.0,Male ,Sales,Bachelors,1,0.6,6018.0,1.0,No,Medium,Yes
E0423,30.0,FEMALE,Sales,Bachelors,1,1.9,4321.0,15.1,No,Excellent,No
E0095,22.0,Male,HR,Masters,1,0.1,10837.0,10.1,No,High,No
E0032,32.0,Male,Marketing,PhD,0,2.4,1804.0,0.8,No,Excellent,No
E0441,33.0,male,Sales,Bachelors,0,0.9,2086.0,8.4,No,High,Yes
E0358,37.0,Male,Sales,Bachelors,0,2.8,9598.0,3.6,No,High,No
E0176,36.0,Female,Marketing,Bachelors,1,0.2,5150.0,0.9,No,Low,No
E0637,33.0,Female,Engineering,Bachelors,0,0.7,12860.0,5.1,yes,Medium,No
E0107,27.0,MALE,Finance,Bachelors,3+,0.2,3241.0,7.3,No,,No
E0695,28.0,Female,Sales,Bachelors,1,5.5,6195.0,1.4,No,Excellent,No
E0252,38.0,Male,HR,Bachelors,1,5.8,6900.0,2.7,Yes,Medium,Yes
E0660,32.0,Male,HR,PhD,0,0.1,4234.0,1.6,No,Medium,No
E0433,34.0,Male,Marketing,Masters,0,16.2,4728.0,14.7,No,Medium,No
E0443,38.0,Male,Finance,Bachelors,0,6.1,5667.0,4.7,No,Low,No
E0328,34.0,Male,Engineering,PhD,1,5.6,1038.0,0.7,No,High,Yes
E0687,41.0,Male ,Engineering,Masters,2,0.7,8569.0,0.8,No,Medium,No
E0394,39.0,Female ,HR,Masters,3+,,2020.0,5.0,Yes,High,No
E0688,47.0,Male,Sales,Bachelors,0,4.3,4211.0,21.2,Yes,Low,Yes
E0593,50.0,Male,Marketing,,1,0.3,5180.0,,no,Medium,Yes
E0567,34.0,Male,Engineering,Bachelors,2,0.3,4004.0,4.9,no,High,No
E0392,35.0,Female,Finance,Masters,2,,7432.0,16.8,Yes,High,Yes
E0210,32.0,female,HR,Masters,,1.9,4327.0,3.6,Yes,High,No
E0438,26.0,Male,Engineering,Bachelors,1,0.5,7287.0,3.8,No,High,No
E0489,28.0,Female,HR,Masters,2,1.6,7633.0,4.2,Yes,,No
E0214,,Male,Engineering,PhD,0,1.0,4667.0,1.4,No,High,No
E0376,,Female,Engineering,Bachelors,1,4.0,3614.0,2.5,No,Medium,Yes
E0421,36.0,Male,Engineering,Masters,0,16.3,4247.0,4.4,No,Low,Yes
E0102,45.0,Male,Engineering,PhD,,1.5,10212.0,7.6,No,Medium,No
E0311,44.0,Female,HR,High School,2,10.2,6719.0,3.6,No,Excellent,No
E0583,33.0,Female,Engineering,Bachelors,2,0.4,2401.0,13.0,No,Medium,No
E0056,30.0,Male,Marketing,High School,0,,1676.0,12.7,No,High,No
E0069,42.0,Male,Marketing,Bachelors,0,5.6,4680.0,9.8,No,Medium,Yes
E0042,39.0,Female,Engineering,Masters,2,1.3,4525.0,15.4,No,Low,No
E0086,39.0,Male,Engineering,Masters,0,1.2,2797.0,0.4,Yes,Medium,Yes
E0535,22.0,Male,Sales,Masters,2,1.7,,5.4,Yes,High,No
E0425,28.0,Female,HR,High School,0,6.1,1631.0,6.2,No,Excellent,Yes
E0135,23.0,Male,,Masters,2,2.3,3002.0,13.1,No,Medium,Yes
E0197,40.0,Female,Marketing,PhD,0,3.0,11136.0,1.1,Yes,Low,No
E0474,36.0,female,Finance,Masters,0,5.3,3269.0,1.2,NO,Medium,No
E0217,39.0,Male,Sales,Bachelors,1,1.7,2762.0,22.8,Yes,High,Yes
E0285,26.0,FEMALE,Engineering,High School,0,1.4,4319.0,18.0,No,High,No
E0148,,Male,Sales,,0,3.4,3664.0,17.9,Yes,Medium,Yes
E0418,46.0,Male,Engineering,Bachelors,,1.3,4257.0,2.7,No,Medium,No
E0112,37.0,Male ,Finance,Bachelors,2,1.7,8914.0,7.2,Yes,Medium,No
E0681,42.0,Male,Finance,Bachelors,2,1.2,7561.0,33.2,No,Medium,No
E0617,41.0,Male,Finance,Masters,2,2.2,8765.0,17.2,No,Excellent,No
E0493,33.0,Male,Engineering,Masters,2,0.2,6559.0,7.3,yes,Medium,No
E0589,37.0,Female,Marketing,Bachelors,1,6.2,9365.0,13.6,yes,Medium,Yes
E0306,27.0,Female,Sales,PhD,0,0.4,3796.0,4.0,Yes,High,Yes
E0635,33.0,Female,Sales,Bachelors,1,3.5,3425.0,14.2,No,Excellent,No
E0337,30.0,Female,HR,High School,3+,11.2,3293.0,1.0,No,High,Yes
E0430,38.0,Female,Sales,Bachelors,1,2.2,7509.0,6.5,No,Medium,No
E0268,38.0,Female,Finance,Masters,2,1.5,3191.0,17.7,yes,High,Yes
E0411,23.0,Female,Sales,,3+,3.3,5402.0,8.7,No,High,No
E0389,37.0,Male,Finance,Bachelors,3+,7.3,4771.0,3.2,No,Medium,No
E0594,22.0,Female,HR,PhD,1,0.2,5065.0,1.9,No,High,Yes
E0524,33.0,Male,Sales,Bachelors,0,16.2,2903.0,8.4,No,High,No
E0013,36.0,,Finance,Bachelors,1,4.8,5257.0,,Yes,High,No
E0063,36.0,Female,Sales,Bachelors,1,1.3,3723.0,0.9,No,High,No
E0171,30.0,Male,Sales,Bachelors,1,6.2,6074.0,5.3,No,High,No
E0182,37.0,Male,Engineering,High School,0,2.6,,30.3,Yes,Medium,No
E0193,32.0,Female,Engineering,Masters,2,5.0,,0.3,Yes,Medium,Yes
E0190,48.0,Male,Sales,Bachelors,0,4.2,5639.0,14.2,No,High,No
E0113,30.0,Female,Sales,Bachelors,0,2.6,7331.0,2.5,no,Medium,Yes
E0103,32.0,Male,Sales,Bachelors,0,0.2,4673.0,16.2,No,Medium,No
E0078,36.0,Male,HR,Bachelors,3+,6.9,4340.0,3.8,NO,Medium,Yes
E0191,49.0,Female,,Masters,0,0.9,3894.0,4.5,No,Medium,Yes
E0628,46.0,Male,Engineering,High School,0,3.5,5685.0,7.4,No,Medium,No
E0445,32.0,Male,HR,Masters,0,1.7,2447.0,17.3,No,High,No
E0053,23.0,Female,Engineering,Masters,1,1.7,5924.0,12.9,No,Excellent,No
E0029,38.0,Male,Marketing,Bachelors,1,6.7,3951.0,12.4,No,High,No
E0066,41.0,Female,Sales,Bachelors,0,0.7,7747.0,1.4,No,High,No
E0618,37.0,Female,Engineering,High School,0,2.0,9092.0,5.2,No,Medium,No
E0542,28.0,female,Engineering,Masters,2,2.7,4258.0,1.1,No,High,No
E0291,33.0,Male,Engineering,High School,0,0.9,12867.0,13.0,No,Medium,No
E0627,32.0,MALE,Engineering,PhD,1,1.3,3580.0,21.7,No,Medium,No
E0620,47.0,Male,Engineering,Masters,3+,6.9,10562.0,3.5,No,Low,No
E0332,40.0,MALE,Sales,Bachelors,2,0.3,10689.0,18.8,NO,Medium,No
E0083,32.0,Male,Marketing,Masters,0,,9487.0,4.6,Yes,Low,Yes
E0309,40.0,Male,Marketing,Bachelors,0,1.3,3029.0,1.8,No,High,No
E0391,20.0,,HR,Bachelors,0,1.5,5020.0,3.4,No,High,No
E0387,39.0,Male ,Finance,,0,0.7,5989.0,13.5,yes,,No
E0360,34.0,Male,Finance,Masters,0,0.6,12627.0,1.6,No,Medium,No
E0355,44.0,Female,Sales,,2,2.4,3533.0,9.0,No,Medium,No
E0612,37.0,male,HR,Masters,0,0.4,4224.0,5.1,Yes,Medium,No
E0160,,Male,Marketing,Masters,0,0.8,16823.0,3.8,No,Medium,No
E0473,33.0,Male,Engineering,Bachelors,1,5.6,9236.0,4.0,No,High,No
E0245,52.0,Female,Marketing,High School,1,1.5,5981.0,1.3,Yes,High,Yes
E0554,51.0,Male,,High School,3+,19.9,6977.0,28.7,No,High,No
E0634,20.0,Male,Sales,Bachelors,2,2.7,4381.0,9.1,No,Medium,No
E0454,52.0,Male,Engineering,Bachelors,2,3.2,5812.0,8.3,No,High,No
E0127,47.0,Male,Sales,High School,0,3.5,7640.0,36.2,yes,Excellent,No
E0233,38.0,Male,Engineering,PhD,2,4.5,5729.0,7.4,Yes,High,Yes
E0212,24.0,Female,HR,High School,1,,2949.0,,No,High,No
E0323,44.0,Female,HR,Bachelors,2,0.6,2286.0,9.6,Yes,Medium,No
E0362,38.0,Female,Finance,PhD,1,0.4,1390.0,0.9,No,Medium,No
E0551,38.0,Male,Engineering,Bachelors,0,9.2,4472.0,8.9,Yes,High,No
E0293,47.0,Male,Sales,Bachelors,1,1.4,5112.0,10.9,No,High,No
E0213,35.0,Male,Sales,PhD,0,6.3,5863.0,1.4,yes,High,Yes
E0266,,Male,Sales,High School,0,1.7,8429.0,2.0,yes,High,Yes
E0104,41.0,Male,Marketing,Bachelors,1,0.6,7262.0,2.2,Yes,Excellent,Yes
E0563,35.0,Male,Sales,Masters,1,9.0,5472.0,10.7,No,Low,No
E0449,44.0,Female,HR,Bachelors,0,1.9,7665.0,0.4,Yes,High,Yes
E0565,42.0,Male,Engineering,Masters,1,4.8,2745.0,12.7,No,Low,Yes
E0334,27.0,Female,Marketing,Bachelors,2,3.8,7767.0,28.7,Yes,,Yes
E0521,27.0,Female,Sales,High School,3+,1.1,,14.9,No,Medium,No
E0009,35.0,Male,HR,,0,4.3,3813.0,18.8,NO,Medium,Yes
E0259,34.0,male,Engineering,Masters,0,1.4,5468.0,1.3,YES,,Yes
E0229,28.0,MALE,Engineering,Bachelors,2,1.3,5811.0,5.9,No,Excellent,No
E0238,34.0,Male,Finance,Masters,0,3.4,1300.0,1.8,Yes,Low,No
E0649,36.0,Male,Engineering,Masters,2,3.0,46701.0,8.3,Yes,Medium,No
E0672,37.0,Female,Sales,,1,3.7,6704.0,10.9,Yes,High,No
E0183,32.0,Male,Marketing,High School,3+,0.6,3183.0,4.6,NO,High,No
E0475,40.0,Female,Sales,Masters,0,0.7,5848.0,7.8,No,Low,No
E0514,34.0,Male,Finance,Masters,2,2.3,10426.0,18.0,No,High,No
E0198,32.0,FEMALE,Engineering,Bachelors,0,2.7,7273.0,35.6,Yes,High,Yes
E0282,21.0,Male,Marketing,Masters,2,4.1,7642.0,7.4,No,Medium,No
E0158,43.0,FEMALE,Sales,Masters,1,2.6,,0.2,Yes,Medium,No
E0452,38.0,Male,Sales,Masters,0,0.7,5469.0,15.9,No,Excellent,No
E0673,29.0,Female,Marketing,Bachelors,,3.2,5514.0,1.3,No,High,No
E0630,20.0,Male,Sales,Masters,2,0.3,7094.0,31.2,No,Medium,No
E0108,32.0,Male,Finance,Masters,0,2.0,9276.0,0.0,NO,Medium,No
E0051,37.0,Male,Sales,Masters,2,10.4,13287.0,15.8,Yes,Medium,No
E0188,25.0,MALE,Marketing,Bachelors,0,4.9,3936.0,6.0,Yes,,No
E0342,37.0,Female,Sales,Bachelors,,4.0,3118.0,9.7,No,Low,No
E0416,37.0,Male,HR,,0,2.7,5658.0,5.2,No,Medium,No
E0165,42.0,Male,Finance,Bachelors,3+,8.0,7790.0,5.2,no,Medium,No
E0367,29.0,Female,HR,Masters,0,3.2,9678.0,4.8,YES,Excellent,Yes
E0023,45.0,Male,Sales,Bachelors,3+,12.9,2755.0,17.2,No,Medium,No
E0319,43.0,Female,Finance,Bachelors,1,4.4,7411.0,7.2,No,High,No
E0235,29.0,Male,Finance,Masters,1,2.4,3083.0,8.8,No,High,Yes
E0169,34.0,Female,Sales,High School,0,,3862.0,20.6,No,High,No
E0597,88.0,Female ,Sales,High School,2,5.0,9297.0,0.4,No,Low,No
E0356,37.0,Male ,Finance,Masters,1,7.0,17633.0,1.8,No,Excellent,No
E0070,33.0,Female,Sales,Masters,3+,5.2,3948.0,20.8,Yes,Medium,Yes
E0402,37.0,Male,Marketing,Bachelors,3+,0.6,6188.0,8.3,Yes,High,No
E0187,36.0,Male,Sales,Bachelors,3+,6.1,2517.0,2.8,No,Medium,No
E0588,28.0,male,Finance,High School,2,3.9,6799.0,9.2,No,High,No
E0439,30.0,Female,Engineering,Bachelors,3+,4.3,2703.0,4.4,Yes,Medium,No
E0655,40.0,Female,Engineering,PhD,0,3.3,3917.0,13.2,Yes,Medium,Yes
E0495,33.0,Male,Marketing,PhD,0,3.7,8137.0,8.4,no,Excellent,No
E0562,38.0,FEMALE,Finance,PhD,,10.1,2761.0,0.6,No,High,No
E0365,34.0,Male,Marketing,High School,2,3.3,5394.0,5.8,No,High,No
E0206,35.0,Male,HR,Bachelors,3+,10.9,5234.0,10.4,Yes,High,Yes
E0352,42.0,Male,Finance,Masters,2,6.6,2221.0,1.8,No,Medium,No
E0152,27.0,Male,HR,Bachelors,1,2.7,,1.8,yes,High,No
E0699,28.0,Female,HR,Bachelors,0,0.8,6183.0,5.9,No,High,No
E0595,25.0,Male,Sales,High School,2,2.7,5479.0,17.2,No,Excellent,No
E0541,22.0,Male,Engineering,Masters,2,0.1,5062.0,0.7,Yes,Medium,Yes
E0030,38.0,MALE,Sales,High School,1,5.4,5073.0,1.1,No,High,No
E0128,25.0,Male,Sales,Bachelors,0,5.4,4047.0,8.1,No,High,No
E0640,39.0,Female,Finance,Masters,1,0.6,4937.0,6.6,Yes,High,Yes
E0239,27.0,Female,Engineering,Masters,,1.1,9308.0,10.0,No,Medium,No
E0162,29.0,Male,Engineering,Bachelors,0,1.2,5803.0,6.4,NO,Low,No
E0664,32.0,Male,Marketing,High School,1,1.2,,23.7,No,Medium,No
E0522,28.0,Male,Finance,Bachelors,2,3.8,2590.0,1.3,No,High,No
E0646,34.0,Male,Engineering,High School,1,2.5,8767.0,0.4,No,Medium,No
E0324,41.0,Female,Marketing,Masters,0,1.8,3194.0,4.1,No,Medium,No
E0117,37.0,Female,Marketing,Masters,0,5.2,7194.0,3.0,No,,No
E0480,56.0,Male,Finance,High School,1,0.2,13464.0,13.1,Yes,Medium,Yes
E0343,36.0,MALE,Engineering,Bachelors,1,2.3,8210.0,4.7,NO,Medium,No
E0258,32.0,Female,Finance,Bachelors,1,6.4,1076.0,2.4,No,Medium,No
E0520,48.0,Female,HR,High School,3+,4.3,9501.0,23.4,No,Medium,No
E0659,45.0,Male,Engineering,High School,0,2.0,2871.0,1.0,Yes,High,Yes
E0601,39.0,Male,HR,PhD,0,2.6,4768.0,7.9,YES,High,Yes
E0380,31.0,Male,Engineering,Bachelors,0,1.9,4536.0,16.6,no,High,No
E0047,42.0,Female,Marketing,Bachelors,1,5.4,3435.0,13.7,Yes,High,Yes
E0004,43.0,Male,Sales,High School,0,0.4,5110.0,9.9,No,Medium,No
E0369,37.0,Female,Engineering,Bachelors,1,0.8,7455.0,8.5,No,High,Yes
E0665,34.0,Male,Sales,Bachelors,3+,3.6,1271.0,5.1,No,Low,No
E0515,,Male,Engineering,Bachelors,2,0.2,3730.0,2.8,YES,Low,No
E0236,30.0,Male,Engineering,Masters,1,1.8,6631.0,17.6,Yes,Excellent,No
E0031,52.0,Male,Engineering,Bachelors,0,6.0,4413.0,1.3,No,High,No
E0155,35.0,Female,Engineering,Bachelors,3+,2.5,3673.0,4.1,Yes,Medium,Yes
E0684,31.0,Female,Sales,Masters,1,4.2,3772.0,2.0,no,Medium,No
E0351,38.0,Female,Marketing,Bachelors,1,2.6,3117.0,1.1,Yes,Medium,Yes
E0661,21.0,Female,Finance,Bachelors,0,3.2,5925.0,26.6,Yes,High,Yes
E0052,40.0,Female,Engineering,High School,3+,0.2,,16.0,No,High,No
E0508,38.0,Male,Sales,Bachelors,1,3.2,12806.0,9.8,No,Medium,No
E0037,34.0,Female,Engineering,Bachelors,2,6.0,5981.0,12.4,Yes,High,No
E0079,40.0,Female,Marketing,Bachelors,2,9.4,6787.0,1.1,Yes,High,No
E0014,44.0,Male,Sales,Bachelors,0,2.7,2367.0,0.1,No,High,No
E0059,28.0,Male,Sales,Bachelors,1,3.6,4572.0,3.4,Yes,Medium,Yes
E0234,45.0,Male,Engineering,PhD,0,0.1,1980.0,3.9,No,High,Yes
E0538,44.0,Male,Marketing,Bachelors,0,3.6,7851.0,2.0,No,Medium,No
E0607,41.0,Male,Sales,Bachelors,,1.7,5262.0,27.0,No,High,No
E0413,30.0,Female,Engineering,Masters,1,5.9,3178.0,39.9,No,High,No
E0479,35.0,Male,Sales,Masters,1,10.1,5030.0,5.8,No,Medium,No
E0194,47.0,,HR,Masters,,6.5,2600.0,2.0,Yes,Medium,No
E0385,22.0,Male,Marketing,Masters,1,0.8,3448.0,18.3,Yes,High,Yes
E0405,39.0,Female,Marketing,Bachelors,2,9.9,3216.0,1.6,Yes,Low,Yes
E0046,37.0,Male ,Marketing,High School,1,9.2,2992.0,12.2,No,High,No
E0488,38.0,Male,Sales,High School,2,3.6,5957.0,0.7,No,Medium,No
E0025,32.0,Male ,Finance,Bachelors,0,,8333.0,1.0,Yes,Medium,Yes
E0472,32.0,Male,Finance,PhD,2,7.0,4201.0,7.3,NO,High,No
E0257,38.0,Male,Sales,Bachelors,3+,5.5,5304.0,7.0,No,,No
E0644,36.0,Male,Engineering,High School,0,4.6,4810.0,0.1,Yes,Medium,No
E0492,38.0,Female,Sales,Masters,2,0.6,5064.0,2.0,No,High,Yes
E0247,26.0,Male,Sales,Bachelors,3+,0.8,11260.0,7.9,No,High,No
E0123,37.0,Male,,Bachelors,0,2.8,38558.0,10.5,NO,Low,No
E0207,28.0,Male,HR,High School,2,4.7,8059.0,24.6,Yes,High,No
E0177,48.0,Female,HR,Bachelors,3+,0.0,3629.0,0.4,No,Medium,No
E0577,46.0,Male,Engineering,Masters,2,0.7,4200.0,10.4,Yes,High,Yes
E0001,37.0,Male,Marketing,Bachelors,1,7.8,1523.0,3.7,No,High,No
E0227,55.0,Male,Finance,Bachelors,0,3.7,6005.0,11.2,Yes,Excellent,Yes
E0668,39.0,Male,Finance,PhD,3+,0.2,5385.0,1.3,No,Excellent,No
E0250,26.0,Male,Finance,Bachelors,0,4.7,7427.0,0.4,Yes,High,No
E0470,27.0,Female,Sales,Bachelors,0,2.6,4825.0,7.6,Yes,High,No
E0109,42.0,Female,Engineering,Masters,3+,7.4,5842.0,35.3,No,High,No
E0427,41.0,Male,HR,Bachelors,3+,10.2,4991.0,23.1,No,Medium,Yes
E0006,25.0,Female,Sales,Masters,0,4.6,4929.0,3.6,No,Medium,No
E0261,33.0,Male,Marketing,Bachelors,0,0.3,6249.0,4.3,Yes,Medium,No
E0662,35.0,Male,Engineering,,0,0.4,4574.0,0.9,Yes,Excellent,Yes
E0314,39.0,Female,Sales,Bachelors,0,6.9,5172.0,0.7,No,Medium,No
E0060,43.0,Male,Sales,Bachelors,2,3.2,4668.0,15.9,Yes,Low,Yes
E0346,20.0,FEMALE,Sales,Bachelors,1,4.2,5377.0,1.1,No,Medium,No
E0048,37.0,Female,Sales,,3+,0.7,7625.0,8.0,No,Medium,Yes
E0616,,Male,Sales,Bachelors,0,1.5,2464.0,5.6,Yes,Excellent,Yes
E0303,42.0,Male,HR,High School,2,9.6,13530.0,3.5,No,High,No
E0571,23.0,Female,Finance,Bachelors,3+,1.4,2886.0,6.1,Yes,Excellent,Yes
E0287,37.0,Male,Engineering,High School,2,0.9,7720.0,29.7,No,Low,No
E0636,33.0,Male,HR,Masters,0,8.3,4613.0,3.3,No,High,No
E0697,20.0,Male,Finance,Masters,0,10.6,2257.0,7.8,No,Medium,No
E0313,49.0,Male,Engineering,Masters,0,3.6,4896.0,10.3,Yes,High,Yes
E0685,32.0,Male,Finance,Masters,0,0.9,,0.3,Yes,High,Yes
E0683,45.0,female,Engineering,Masters,0,6.9,4838.0,0.5,Yes,Low,No
E0590,48.0,Male,Sales,Bachelors,2,12.5,5833.0,0.4,No,Medium,No
E0460,35.0,Male,Marketing,High School,0,2.6,2364.0,1.8,No,High,No
E0461,38.0,Female,Engineering,Masters,3+,0.2,41183.0,6.0,No,Medium,No
E0384,25.0,Female,Finance,Masters,3+,9.2,5709.0,0.0,No,High,No
E0018,27.0,Female,Marketing,,3+,6.6,8431.0,11.9,No,High,No
E0569,39.0,Female,Engineering,Bachelors,3+,5.6,6677.0,0.7,No,Medium,No
E0043,30.0,Female,Engineering,Masters,1,0.3,2816.0,0.3,No,Low,Yes
E0621,31.0,Male,Finance,Bachelors,1,0.7,8480.0,10.3,YES,Low,No
E0653,48.0,Male,Sales,Bachelors,1,6.3,6840.0,9.6,Yes,High,No
E0626,31.0,Female,Engineering,Masters,3+,0.1,4123.0,1.5,No,Excellent,Yes
E0677,54.0,Female,HR,Bachelors,1,3.5,6167.0,2.3,Yes,Excellent,No
E0512,33.0,Female,Marketing,Bachelors,1,5.5,3951.0,5.4,Yes,High,Yes
E0077,32.0,Male,Engineering,Bachelors,0,9.3,4134.0,1.0,NO,High,No
E0142,27.0,Female,Marketing,PhD,2,2.4,3405.0,7.0,Yes,High,No
E0666,21.0,female,Engineering,PhD,0,0.8,4000.0,1.0,No,Medium,No
E0599,37.0,Female,Marketing,Masters,2,6.7,3091.0,1.0,No,High,No
E0153,22.0,Female,Marketing,High School,2,0.8,4868.0,0.9,Yes,Medium,Yes
E0033,31.0,Female,Engineering,Bachelors,0,5.8,8761.0,1.1,No,High,No
E0016,28.0,Male,Engineering,Masters,2,2.0,3136.0,11.9,No,High,Yes
E0436,30.0,Male,HR,Masters,2,3.6,4551.0,4.6,Yes,Medium,No
E0499,20.0,Male ,Engineering,Masters,3+,10.7,3696.0,19.3,No,High,No
E0506,31.0,,Sales,Masters,3+,2.1,5457.0,4.0,No,High,No
E0404,32.0,Male,Engineering,High School,0,1.4,8707.0,9.2,No,Medium,No
E0451,34.0,Female,Finance,Bachelors,3+,0.1,3805.0,18.3,YES,High,Yes
E0036,99.0,MALE,Engineering,Bachelors,1,2.5,3778.0,9.5,No,Low,Yes
E0226,37.0,Male,HR,Bachelors,0,4.7,4981.0,27.6,No,Medium,Yes
E0173,31.0,Male,Finance,Masters,0,2.3,4896.0,14.3,Yes,Medium,No
E0242,34.0,Male,Sales,Bachelors,0,0.8,8223.0,2.1,No,High,No
E0530,48.0,Male,Sales,PhD,1,3.9,9113.0,1.1,Yes,Medium,No
E0344,38.0,Male,HR,Bachelors,3+,3.5,6190.0,0.2,Yes,Excellent,No
E0157,36.0,Male,HR,Masters,0,0.8,6545.0,3.7,No,Medium,No
E0633,32.0,Male,Marketing,Masters,3+,6.6,3852.0,13.4,Yes,High,No
E0698,27.0,Male,Marketing,Masters,1,0.1,2190.0,5.1,No,Excellent,No
E0624,30.0,Female,Finance,Masters,0,0.5,,2.2,No,High,No
E0507,54.0,Male ,Marketing,PhD,1,0.8,1538.0,3.7,NO,Low,Yes
E0691,38.0,Male,Sales,High School,0,0.1,3200.0,2.0,No,Low,No
E0556,33.0,Male,Sales,Bachelors,3+,3.3,3236.0,0.9,No,Medium,Yes
E0216,43.0,Male ,Sales,Masters,0,4.6,8407.0,18.4,Yes,Medium,Yes
E0209,28.0,male,Sales,PhD,3+,2.1,45881.0,,yes,Medium,No
E0065,41.0,Male,Engineering,PhD,0,0.5,12124.0,2.0,No,High,No
E0011,42.0,Male,Sales,Bachelors,0,0.4,22676.0,4.2,Yes,Excellent,Yes
E0179,34.0,Female,HR,Masters,2,0.1,2957.0,47.7,Yes,Medium,Yes
E0253,49.0,Female,Engineering,PhD,0,11.1,3464.0,3.5,Yes,High,No
E0604,30.0,Male,Engineering,Bachelors,3+,4.6,5977.0,9.7,Yes,High,No
E0262,33.0,Female,Finance,Masters,2,1.4,4750.0,7.3,No,High,No
E0101,32.0,Female,HR,Bachelors,1,3.3,2140.0,9.3,Yes,High,Yes
E0168,38.0,Female,Sales,Masters,3+,3.1,5688.0,0.6,No,,No
E0578,45.0,Male,Sales,Bachelors,0,8.4,5598.0,21.4,No,High,Yes
E0315,42.0,Male,Marketing,Masters,1,3.5,7633.0,22.2,No,Excellent,No
E0519,42.0,Female,Sales,Masters,3+,7.7,4422.0,2.6,Yes,Medium,Yes
E0615,29.0,Female,Sales,PhD,0,0.0,2591.0,0.9,No,Medium,No
E0447,44.0,Male,Engineering,High School,0,8.9,3688.0,12.8,No,High,No
E0656,38.0,Male,Engineering,,,1.5,3613.0,28.0,YES,,Yes
E0368,28.0,Male,Engineering,Bachelors,0,3.8,,2.6,Yes,Medium,No
E0146,32.0,Female,Marketing,Masters,1,4.1,6715.0,11.3,No,Medium,No
E0363,43.0,Male,Engineering,Bachelors,1,,4000.0,3.7,No,Low,No
E0651,50.0,,Engineering,Bachelors,0,4.6,3182.0,1.2,No,Medium,No
E0322,33.0,Male,Sales,Bachelors,0,4.6,2074.0,3.3,No,Medium,No
E0186,47.0,Female,Engineering,PhD,1,0.1,5878.0,2.2,No,Medium,No
E0133,40.0,Male,Engineering,High School,1,1.9,1699.0,7.6,No,Excellent,Yes
E0120,33.0,Female ,Finance,Bachelors,,3.0,4550.0,7.9,No,High,No
E0692,33.0,Female,Sales,Bachelors,0,,4395.0,3.5,No,Medium,Yes
E0039,28.0,FEMALE,HR,Masters,0,0.5,1619.0,0.0,Yes,Medium,No
E0494,39.0,MALE,Engineering,Bachelors,2,1.7,4964.0,2.0,No,High,No
E0650,32.0,Female,Sales,Bachelors,0,3.0,,6.2,No,Low,Yes
E0339,44.0,Male,Marketing,Masters,0,7.6,,9.9,No,Excellent,No
E0085,25.0,Male,Finance,High School,1,5.6,3151.0,3.6,No,High,No
E0225,36.0,Male,Engineering,Bachelors,0,3.3,2363.0,2.1,Yes,Medium,Yes
E0020,35.0,Male,Engineering,Bachelors,2,3.9,6644.0,8.7,YES,Medium,Yes
E0073,28.0,Female,Marketing,Bachelors,1,2.4,5846.0,4.3,No,Excellent,No
E0419,34.0,Male,Sales,Bachelors,1,16.8,2946.0,0.9,No,High,No
E0076,41.0,Female,Finance,Bachelors,1,18.5,7175.0,1.7,No,Medium,No
E0381,36.0,Female,Sales,Bachelors,1,0.4,3717.0,52.3,No,High,No
E0386,29.0,Female,Sales,Bachelors,3+,0.6,4706.0,1.4,NO,High,Yes
E0453,51.0,Female,Engineering,Bachelors,2,4.0,20867.0,1.3,No,High,No
E0265,39.0,Male,Sales,Bachelors,1,6.3,6223.0,1.5,No,High,No
E0041,41.0,Male,Finance,Bachelors,3+,1.8,6482.0,0.5,No,Medium,No
E0429,24.0,Female,Sales,Bachelors,2,1.8,7841.0,11.5,Yes,Medium,No
E0161,27.0,male,Engineering,Masters,0,3.0,3323.0,2.3,No,Excellent,No
E0111,38.0,Female,Engineering,Masters,1,6.9,9860.0,3.4,No,Medium,Yes
E0304,32.0,Male,Sales,Bachelors,1,0.7,4047.0,21.6,No,Excellent,No
